Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?
7157,26,Female,Economics,3.21,3,Engineer,89032,No,386,418,2.9,3.7,Scholarship,Marketing Director,94375,Domestic,Networking,Online,Yes
7158,33,Female,Engineering,3.43,6,Manager,64212,No,619,491,2.5,5.5,Scholarship,Startup Founder,168422,Domestic,Career Growth,On-Campus,Yes
7159,26,Male,Science,3.81,1,Engineer,85427,No,270,219,4.4,6.9,Loan,Executive,69715,Domestic,Career Growth,On-Campus,No
7160,29,Male,Economics,2.29,6,Analyst,40604,Yes,409,1,2.3,3.1,Employer,Finance Manager,146871,Domestic,Entrepreneurship,On-Campus,Yes
7161,24,Male,Arts,2.52,4,Manager,100169,Yes,571,21,2.8,6.8,Employer,Consultant,194992,International,Career Growth,On-Campus,No
7162,22,Other,Business,3.99,9,Analyst,118135,No,549,455,5.9,7.6,Scholarship,Marketing Director,176894,International,Entrepreneurship,On-Campus,Yes
7163,31,Female,Arts,2.31,6,Analyst,87646,No,722,172,3.2,3.4,Loan,Finance Manager,176187,Domestic,Networking,Online,No
7164,31,Male,Arts,3.44,8,Entrepreneur,103120,Yes,708,424,1.7,3.4,Self-funded,Marketing Director,175219,Domestic,Networking,On-Campus,No
7165,29,Female,Arts,3.45,8,Engineer,70143,No,585,108,8.8,9.9,Scholarship,Consultant,119792,Domestic,Networking,Online,Yes
7166,22,Female,Science,3.37,2,Analyst,74774,Yes,265,335,4.9,4.3,Employer,Startup Founder,60236,International,Career Growth,Online,No
7167,30,Male,Science,2.45,2,Engineer,77390,No,551,334,8.5,1.3,Employer,Startup Founder,89707,Domestic,Entrepreneurship,On-Campus,No
7168,29,Male,Science,2.43,6,Entrepreneur,75223,No,730,350,1.5,2.5,Scholarship,Marketing Director,138968,International,Networking,Online,Yes
7169,22,Female,Business,3.33,4,Engineer,67078,No,608,308,6.7,7.8,Scholarship,Finance Manager,97419,International,Skill Enhancement,On-Campus,Yes
7170,32,Female,Engineering,2.37,4,Entrepreneur,68003,Yes,268,257,8.4,7.1,Loan,Startup Founder,119261,International,Skill Enhancement,On-Campus,Yes
7171,28,Female,Economics,3.32,4,Manager,86631,Yes,798,437,7.3,8.5,Self-funded,Consultant,143601,International,Networking,Online,Yes
7172,29,Female,Economics,2.99,8,Entrepreneur,93817,Yes,688,67,8.6,6.9,Loan,Marketing Director,142615,International,Career Growth,Online,Yes
7173,32,Male,Engineering,2.77,3,Entrepreneur,50003,No,558,417,2.0,6.5,Employer,Finance Manager,189115,Domestic,Networking,Online,Yes
7174,30,Male,Economics,2.6,5,Entrepreneur,107022,Yes,296,11,2.5,7.4,Employer,Finance Manager,81666,Domestic,Entrepreneurship,On-Campus,Yes
7175,29,Other,Arts,3.9,5,Consultant,85531,Yes,380,343,2.4,9.1,Loan,Executive,192824,Domestic,Skill Enhancement,Online,Yes
7176,30,Male,Business,3.02,6,Analyst,31887,Yes,337,425,6.7,7.5,Employer,Startup Founder,95469,International,Skill Enhancement,Online,Yes
7177,29,Female,Economics,3.12,1,Engineer,42756,Yes,591,345,10.0,2.0,Employer,Executive,111683,Domestic,Career Growth,On-Campus,Yes
7178,22,Female,Business,3.9,5,Engineer,85991,No,311,324,4.7,8.2,Loan,Finance Manager,161921,Domestic,Skill Enhancement,Online,Yes
7179,24,Female,Engineering,3.31,8,Consultant,81164,No,378,232,9.2,9.8,Scholarship,Executive,65485,Domestic,Entrepreneurship,Online,No
7180,27,Male,Economics,3.92,2,Manager,96863,Yes,288,305,9.0,1.0,Loan,Startup Founder,111985,Domestic,Career Growth,On-Campus,No
7181,32,Female,Business,2.21,1,Analyst,51996,No,410,188,8.3,5.4,Loan,Startup Founder,113121,Domestic,Networking,Online,No
7182,22,Female,Arts,3.69,7,Analyst,56319,No,298,480,5.3,1.3,Self-funded,Executive,136565,Domestic,Entrepreneurship,On-Campus,Yes
7183,21,Female,Arts,2.67,0,Analyst,61289,No,554,430,3.9,9.6,Self-funded,Startup Founder,71775,Domestic,Entrepreneurship,On-Campus,No
7184,23,Male,Engineering,3.62,7,Analyst,88311,No,643,468,1.5,9.6,Loan,Finance Manager,166812,Domestic,Skill Enhancement,Online,Yes
7185,32,Male,Science,3.71,4,Consultant,68798,No,601,16,5.3,6.7,Employer,Marketing Director,60084,Domestic,Career Growth,Online,Yes
7186,24,Male,Economics,2.54,8,Engineer,85444,No,320,212,8.9,5.6,Scholarship,Executive,106485,International,Networking,Online,No
7187,28,Male,Arts,2.82,8,Manager,110447,No,709,290,5.3,1.3,Scholarship,Consultant,67039,Domestic,Skill Enhancement,On-Campus,Yes
7188,26,Male,Arts,3.45,3,Manager,71094,No,288,24,1.0,9.7,Loan,Startup Founder,82474,International,Networking,On-Campus,No
7189,31,Other,Engineering,2.2,0,Manager,34915,No,349,382,8.2,9.7,Loan,Consultant,80556,International,Networking,Online,Yes
7190,22,Female,Arts,3.51,4,Consultant,83266,No,724,8,2.2,7.7,Scholarship,Executive,76155,International,Career Growth,On-Campus,Yes
7191,29,Female,Economics,2.22,6,Consultant,114565,No,762,119,2.5,1.3,Self-funded,Executive,188451,International,Entrepreneurship,Online,No
7192,34,Female,Engineering,3.83,8,Entrepreneur,61269,No,792,495,3.1,8.2,Self-funded,Consultant,166324,Domestic,Skill Enhancement,On-Campus,Yes
7193,22,Male,Business,2.55,9,Consultant,34236,No,346,324,2.7,6.1,Loan,Finance Manager,96668,International,Networking,Online,No
7194,33,Other,Engineering,3.15,8,Analyst,77065,Yes,637,414,7.4,9.7,Self-funded,Marketing Director,110003,Domestic,Entrepreneurship,Online,No
7195,32,Male,Economics,2.23,8,Engineer,59995,No,761,309,9.5,7.1,Scholarship,Startup Founder,145149,International,Networking,Online,Yes
7196,25,Male,Economics,2.54,5,Manager,75461,No,302,495,2.1,9.6,Self-funded,Startup Founder,78984,International,Entrepreneurship,On-Campus,Yes
7197,32,Male,Business,2.81,1,Consultant,41974,Yes,722,53,4.5,1.9,Loan,Executive,106066,International,Entrepreneurship,On-Campus,No
7198,24,Female,Engineering,2.97,4,Engineer,59171,Yes,434,449,6.4,7.8,Employer,Consultant,90548,Domestic,Entrepreneurship,Online,Yes
7199,33,Female,Economics,2.0,2,Analyst,95570,No,450,155,5.3,8.9,Self-funded,Marketing Director,71103,International,Career Growth,On-Campus,No
7200,27,Male,Economics,3.78,5,Consultant,76818,Yes,327,479,4.1,6.7,Self-funded,Startup Founder,145305,Domestic,Networking,Online,Yes
7201,28,Female,Business,2.02,4,Consultant,53918,No,497,269,3.0,5.9,Self-funded,Consultant,77399,International,Career Growth,On-Campus,No
7202,25,Male,Science,3.55,9,Engineer,67519,Yes,683,214,6.0,8.0,Employer,Executive,61792,International,Skill Enhancement,On-Campus,Yes
7203,30,Male,Engineering,2.94,0,Analyst,51135,No,281,135,5.6,8.7,Scholarship,Marketing Director,75968,International,Networking,Online,Yes
7204,34,Female,Economics,3.05,9,Consultant,99313,Yes,702,464,9.9,6.6,Self-funded,Executive,98046,International,Networking,Online,Yes
7205,34,Female,Arts,2.42,9,Engineer,61077,Yes,755,411,5.2,7.6,Self-funded,Consultant,62631,International,Career Growth,On-Campus,Yes
7206,25,Female,Business,3.21,1,Analyst,87168,No,630,420,9.0,4.6,Scholarship,Executive,155013,International,Networking,Online,No
7207,22,Female,Science,3.07,4,Consultant,66517,No,643,67,9.5,4.1,Self-funded,Startup Founder,196877,International,Skill Enhancement,Online,No
7208,28,Female,Science,2.33,5,Consultant,82181,Yes,656,364,4.0,2.8,Employer,Executive,134533,Domestic,Skill Enhancement,Online,No
7209,34,Female,Business,2.48,0,Manager,116449,Yes,430,312,3.7,6.6,Loan,Finance Manager,161081,International,Career Growth,On-Campus,Yes
7210,22,Female,Science,2.13,6,Entrepreneur,114434,Yes,566,82,9.5,8.4,Self-funded,Finance Manager,74805,International,Networking,On-Campus,Yes
7211,30,Female,Economics,2.13,2,Analyst,79976,No,551,270,6.2,7.0,Self-funded,Finance Manager,85300,International,Skill Enhancement,Online,No
7212,32,Other,Science,2.03,0,Engineer,85531,No,559,385,2.7,4.5,Employer,Startup Founder,141560,Domestic,Career Growth,On-Campus,Yes
7213,26,Other,Engineering,2.44,6,Manager,47530,No,779,295,3.3,9.9,Loan,Executive,155803,International,Entrepreneurship,On-Campus,Yes
7214,28,Male,Arts,3.36,6,Consultant,112517,No,489,19,1.2,1.1,Loan,Startup Founder,129649,International,Career Growth,On-Campus,Yes
7215,26,Female,Economics,2.63,9,Engineer,40704,No,471,323,3.9,3.8,Self-funded,Finance Manager,86953,International,Entrepreneurship,Online,Yes
7216,24,Male,Business,2.69,2,Manager,88700,No,351,342,6.6,9.7,Scholarship,Marketing Director,73848,Domestic,Skill Enhancement,Online,Yes
7217,33,Male,Arts,2.26,5,Manager,104999,No,630,175,3.8,4.5,Loan,Finance Manager,196629,International,Networking,On-Campus,No
7218,24,Female,Economics,3.15,3,Entrepreneur,33685,Yes,607,179,3.1,6.6,Loan,Consultant,103424,International,Entrepreneurship,On-Campus,Yes
7219,26,Male,Arts,2.68,3,Manager,117376,No,583,489,1.5,3.2,Employer,Marketing Director,75646,International,Career Growth,On-Campus,Yes
7220,34,Female,Science,3.35,8,Analyst,53357,Yes,557,498,8.6,7.2,Self-funded,Finance Manager,188870,International,Entrepreneurship,Online,Yes
7221,33,Female,Business,3.48,6,Entrepreneur,108567,Yes,250,193,6.8,6.8,Scholarship,Executive,157740,Domestic,Entrepreneurship,On-Campus,No
7222,24,Male,Business,3.17,5,Entrepreneur,54077,No,394,391,9.2,6.6,Employer,Marketing Director,112229,Domestic,Career Growth,Online,No
7223,28,Male,Engineering,2.55,8,Consultant,79385,Yes,250,477,1.2,4.4,Loan,Startup Founder,197064,International,Entrepreneurship,Online,No
7224,29,Female,Science,3.02,2,Consultant,55787,Yes,740,303,9.3,9.6,Employer,Marketing Director,117733,International,Career Growth,Online,Yes
7225,21,Male,Engineering,2.5,3,Analyst,96836,Yes,741,263,5.7,6.8,Scholarship,Executive,164878,International,Networking,Online,No
7226,33,Male,Engineering,3.81,8,Engineer,38614,No,752,329,2.2,1.8,Loan,Startup Founder,137223,Domestic,Entrepreneurship,On-Campus,No
7227,24,Male,Science,3.53,3,Analyst,113992,Yes,783,373,3.3,7.6,Employer,Finance Manager,119370,Domestic,Career Growth,On-Campus,Yes
7228,24,Female,Economics,2.99,6,Entrepreneur,117226,Yes,631,112,2.3,3.9,Loan,Executive,158504,International,Skill Enhancement,On-Campus,Yes
7229,22,Female,Engineering,3.93,8,Consultant,60438,No,481,499,3.0,4.0,Self-funded,Marketing Director,101537,International,Skill Enhancement,Online,Yes
7230,26,Female,Arts,3.09,3,Analyst,94645,Yes,538,224,3.4,3.0,Self-funded,Consultant,159262,International,Entrepreneurship,Online,Yes
7231,23,Male,Economics,2.66,8,Consultant,111026,No,645,58,6.2,6.8,Scholarship,Marketing Director,150788,Domestic,Career Growth,On-Campus,Yes
7232,27,Female,Science,2.19,6,Analyst,34003,Yes,379,364,3.4,9.6,Employer,Startup Founder,102682,International,Career Growth,On-Campus,Yes
7233,33,Female,Business,3.09,3,Analyst,89246,No,564,242,5.4,8.4,Self-funded,Finance Manager,94070,International,Skill Enhancement,Online,Yes
7234,31,Male,Economics,3.72,2,Manager,34736,Yes,759,352,6.8,9.3,Loan,Marketing Director,113316,Domestic,Entrepreneurship,Online,Yes
7235,31,Female,Engineering,3.73,5,Analyst,59248,Yes,751,440,8.0,9.4,Employer,Executive,170666,Domestic,Skill Enhancement,Online,Yes
7236,25,Female,Arts,3.21,2,Consultant,42313,No,399,80,8.9,1.0,Self-funded,Finance Manager,125724,Domestic,Entrepreneurship,On-Campus,Yes
7237,24,Female,Science,2.79,6,Analyst,30529,No,645,325,2.4,6.6,Self-funded,Executive,199160,International,Networking,On-Campus,Yes
7238,25,Male,Business,3.3,0,Engineer,96467,No,466,418,6.8,9.4,Scholarship,Marketing Director,135681,Domestic,Entrepreneurship,On-Campus,Yes
7239,28,Male,Arts,3.52,6,Manager,115706,No,730,176,2.0,6.0,Scholarship,Consultant,120085,International,Skill Enhancement,On-Campus,Yes
7240,23,Male,Business,2.82,2,Analyst,56365,Yes,777,352,3.1,7.1,Self-funded,Marketing Director,133441,International,Networking,Online,No
7241,34,Male,Science,2.95,8,Engineer,39767,No,417,166,6.1,4.9,Scholarship,Executive,140210,Domestic,Entrepreneurship,On-Campus,Yes
7242,27,Female,Economics,3.36,5,Consultant,115021,No,422,424,9.5,8.7,Loan,Executive,147900,International,Skill Enhancement,On-Campus,Yes
7243,34,Male,Engineering,3.75,6,Engineer,109689,No,486,339,6.5,2.5,Scholarship,Executive,101178,Domestic,Entrepreneurship,On-Campus,Yes
7244,26,Female,Science,3.58,8,Manager,61480,No,259,97,8.9,1.8,Loan,Consultant,172361,International,Networking,Online,No
7245,32,Male,Arts,2.04,5,Consultant,55886,Yes,325,413,7.0,4.4,Self-funded,Consultant,112585,International,Entrepreneurship,Online,Yes
7246,21,Male,Economics,2.25,9,Analyst,99046,No,463,469,7.7,1.7,Self-funded,Marketing Director,162174,International,Career Growth,On-Campus,No
7247,33,Female,Business,3.71,1,Analyst,101843,Yes,370,120,3.0,2.3,Scholarship,Executive,199825,International,Entrepreneurship,On-Campus,Yes
7248,27,Male,Economics,3.67,5,Engineer,99966,No,422,165,5.4,2.4,Employer,Finance Manager,136536,Domestic,Career Growth,Online,Yes
7249,34,Female,Economics,2.78,5,Analyst,73421,Yes,479,243,8.2,1.0,Employer,Finance Manager,197120,International,Career Growth,Online,Yes
7250,33,Male,Arts,3.17,1,Consultant,96125,No,262,135,6.9,8.3,Loan,Marketing Director,147757,International,Entrepreneurship,On-Campus,Yes
7251,27,Male,Engineering,3.81,6,Consultant,61342,Yes,313,234,1.3,9.0,Self-funded,Finance Manager,138416,Domestic,Networking,On-Campus,No
7252,34,Female,Economics,3.82,8,Analyst,100998,Yes,779,80,7.0,1.4,Self-funded,Marketing Director,81159,Domestic,Entrepreneurship,Online,Yes
7253,32,Female,Economics,3.57,9,Engineer,87104,Yes,786,461,2.7,3.1,Loan,Marketing Director,90287,International,Skill Enhancement,On-Campus,No
7254,21,Male,Engineering,2.42,3,Analyst,48714,Yes,772,39,9.4,4.1,Self-funded,Startup Founder,169387,Domestic,Entrepreneurship,Online,No
7255,29,Male,Engineering,3.46,4,Entrepreneur,44699,Yes,731,252,9.4,8.2,Self-funded,Marketing Director,66219,Domestic,Networking,On-Campus,Yes
7256,26,Female,Business,2.2,5,Analyst,44589,Yes,336,357,8.6,3.1,Loan,Marketing Director,109610,International,Skill Enhancement,Online,Yes
7257,32,Other,Business,3.79,0,Manager,66237,Yes,746,146,2.8,4.6,Self-funded,Consultant,186588,Domestic,Entrepreneurship,Online,No
7258,22,Female,Engineering,2.3,7,Analyst,88265,Yes,675,394,2.0,9.8,Scholarship,Startup Founder,137918,Domestic,Networking,Online,Yes
7259,25,Male,Science,3.32,8,Entrepreneur,30170,No,305,184,9.0,8.4,Self-funded,Executive,156729,International,Skill Enhancement,On-Campus,Yes
7260,33,Other,Engineering,3.22,0,Manager,93973,Yes,574,279,5.3,1.9,Scholarship,Finance Manager,177411,International,Skill Enhancement,On-Campus,No
7261,31,Male,Business,3.55,3,Engineer,99911,No,790,87,8.9,3.9,Loan,Marketing Director,150348,Domestic,Career Growth,Online,Yes
7262,24,Male,Arts,3.1,5,Manager,95939,No,727,440,8.7,6.2,Loan,Marketing Director,147413,International,Career Growth,Online,Yes
7263,27,Female,Arts,2.12,9,Consultant,99063,No,565,488,8.7,7.1,Loan,Executive,184039,Domestic,Networking,On-Campus,No
7264,28,Male,Economics,3.41,0,Entrepreneur,88375,Yes,750,228,3.1,6.8,Employer,Marketing Director,194873,Domestic,Networking,On-Campus,Yes
7265,31,Male,Arts,2.77,2,Consultant,55981,Yes,356,417,6.9,1.8,Scholarship,Consultant,85566,International,Skill Enhancement,Online,No
7266,34,Male,Business,2.64,6,Consultant,32065,No,667,429,9.4,9.9,Self-funded,Finance Manager,86579,Domestic,Entrepreneurship,Online,No
7267,31,Male,Arts,3.98,7,Manager,54053,No,370,106,4.0,2.6,Employer,Marketing Director,186175,International,Skill Enhancement,Online,No
7268,21,Female,Science,3.18,7,Manager,60540,No,261,76,6.9,2.6,Employer,Startup Founder,124406,Domestic,Skill Enhancement,Online,No
7269,25,Female,Engineering,3.42,4,Consultant,48286,No,598,212,4.3,3.2,Loan,Startup Founder,79044,International,Career Growth,On-Campus,Yes
7270,23,Male,Engineering,3.05,0,Engineer,117436,No,396,379,3.4,4.7,Scholarship,Executive,164016,Domestic,Networking,Online,Yes
7271,21,Female,Business,3.54,0,Analyst,34584,No,278,418,8.3,3.9,Scholarship,Startup Founder,140733,International,Networking,Online,No
7272,32,Female,Economics,3.5,7,Analyst,117193,No,742,390,2.7,5.6,Scholarship,Executive,174941,International,Networking,Online,Yes
7273,23,Female,Engineering,3.31,4,Entrepreneur,30123,Yes,606,120,2.0,9.2,Employer,Marketing Director,62626,Domestic,Skill Enhancement,On-Campus,Yes
7274,34,Male,Arts,4.0,8,Manager,44216,No,475,394,3.5,1.4,Self-funded,Startup Founder,114528,International,Skill Enhancement,Online,No
7275,26,Other,Science,2.92,0,Analyst,62609,No,581,202,5.0,4.5,Loan,Consultant,135535,Domestic,Career Growth,Online,Yes
7276,34,Female,Economics,3.41,1,Engineer,53860,No,781,323,8.2,9.9,Employer,Executive,108706,Domestic,Networking,On-Campus,Yes
7277,27,Male,Economics,3.6,3,Entrepreneur,38798,No,763,166,3.1,3.2,Scholarship,Startup Founder,86608,International,Career Growth,On-Campus,Yes
7278,28,Male,Economics,2.75,9,Manager,107945,No,405,92,9.2,8.4,Employer,Finance Manager,103956,International,Entrepreneurship,On-Campus,No
7279,33,Male,Engineering,2.91,6,Analyst,82073,No,795,335,5.9,4.5,Employer,Consultant,178848,Domestic,Skill Enhancement,On-Campus,Yes
7280,31,Female,Economics,3.94,3,Consultant,92344,No,526,428,7.4,9.2,Self-funded,Consultant,177354,Domestic,Entrepreneurship,On-Campus,Yes
7281,24,Male,Business,2.06,7,Engineer,48535,No,588,255,3.3,6.7,Employer,Executive,175559,International,Entrepreneurship,Online,Yes
7282,23,Female,Arts,2.67,6,Engineer,49097,No,586,265,8.6,9.0,Scholarship,Startup Founder,94809,Domestic,Career Growth,Online,Yes
7283,25,Male,Science,2.97,4,Manager,78498,Yes,689,196,1.3,6.7,Self-funded,Finance Manager,121789,International,Skill Enhancement,Online,Yes
7284,29,Female,Arts,2.0,6,Engineer,75728,No,638,102,2.9,9.0,Scholarship,Startup Founder,110812,Domestic,Networking,On-Campus,No
7285,33,Male,Business,3.8,7,Manager,43176,Yes,590,370,8.0,9.1,Scholarship,Startup Founder,112476,Domestic,Networking,Online,Yes
7286,26,Female,Business,2.57,2,Engineer,64483,Yes,333,251,1.6,3.7,Scholarship,Startup Founder,189861,International,Entrepreneurship,On-Campus,No
7287,29,Female,Arts,2.52,2,Analyst,56279,No,440,414,6.3,8.5,Loan,Executive,107512,Domestic,Networking,Online,Yes
7288,26,Male,Engineering,3.64,1,Manager,66227,Yes,550,486,7.5,8.6,Self-funded,Executive,172233,Domestic,Career Growth,On-Campus,Yes
7289,22,Male,Business,2.56,3,Engineer,108901,Yes,588,318,6.2,7.3,Employer,Executive,101581,Domestic,Skill Enhancement,On-Campus,No
7290,33,Male,Economics,3.32,3,Analyst,73459,No,720,33,1.9,3.2,Employer,Startup Founder,75958,Domestic,Skill Enhancement,Online,No
7291,25,Female,Science,3.64,3,Analyst,69662,Yes,282,140,6.4,2.0,Self-funded,Startup Founder,167396,International,Networking,Online,No
7292,32,Female,Science,3.58,1,Analyst,64657,No,715,119,6.5,6.6,Self-funded,Finance Manager,156101,International,Entrepreneurship,On-Campus,Yes
7293,31,Male,Business,3.56,6,Manager,116576,No,540,483,5.4,6.9,Employer,Consultant,166813,Domestic,Career Growth,On-Campus,No
7294,29,Male,Economics,2.18,9,Manager,65695,Yes,551,192,4.3,9.7,Employer,Consultant,111495,International,Career Growth,Online,Yes
7295,28,Male,Arts,2.16,2,Engineer,110672,No,734,76,3.2,4.6,Self-funded,Startup Founder,73169,Domestic,Skill Enhancement,Online,Yes
7296,27,Female,Science,2.61,9,Consultant,68020,No,613,163,1.7,7.5,Employer,Consultant,78996,Domestic,Networking,Online,No
7297,21,Female,Economics,2.07,0,Consultant,50625,Yes,332,490,1.3,8.9,Self-funded,Startup Founder,142156,Domestic,Career Growth,Online,Yes
7298,24,Female,Economics,3.0,1,Entrepreneur,117170,Yes,612,102,8.1,8.2,Employer,Marketing Director,83078,Domestic,Entrepreneurship,Online,Yes
7299,32,Male,Engineering,2.79,4,Consultant,107153,Yes,275,62,5.7,4.6,Loan,Consultant,183907,Domestic,Entrepreneurship,Online,No
7300,27,Male,Business,3.11,8,Consultant,58281,No,592,373,2.3,3.2,Scholarship,Executive,100282,Domestic,Networking,Online,No
7301,31,Other,Economics,2.6,3,Engineer,48945,Yes,622,145,1.8,1.3,Loan,Executive,143526,International,Entrepreneurship,Online,No
7302,27,Male,Arts,2.97,5,Manager,76144,Yes,724,481,1.8,7.8,Employer,Executive,93833,International,Entrepreneurship,On-Campus,Yes
7303,26,Female,Science,2.67,2,Consultant,97362,Yes,330,290,2.3,4.5,Scholarship,Marketing Director,97363,Domestic,Skill Enhancement,Online,Yes
7304,28,Male,Engineering,2.39,8,Entrepreneur,82658,No,589,83,1.3,5.5,Self-funded,Executive,120036,International,Networking,On-Campus,No
